"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2016-12-13T01:48:31Z"
"Version","20161213014831"
"OfferCode","AmazonEC2"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","LeaseContractLength","PurchaseOption","OfferingClass","Product Family","serviceCode","Location","Location Type","Instance Type","Current Generation","Instance Family","vCPU","Physical Processor","Clock Speed","Memory","Storage","Network Performance","Processor Architecture","Storage Media","Volume Type","Max Volume Size","Max IOPS/volume","Max IOPS Burst Performance","Max throughput/volume","Provisioned","Tenancy","EBS Optimized","Operating System","License Model","Group","Group Description","Transfer Type","From Location","From Location Type","To Location","To Location Type","usageType","operation","Comments","Dedicated EBS Throughput","Enhanced Networking Supported","GPU","Instance Capacity - 10xlarge","Instance Capacity - 2xlarge","Instance Capacity - 4xlarge","Instance Capacity - 8xlarge","Instance Capacity - large","Instance Capacity - medium","Instance Capacity - xlarge","Intel AVX Available","Intel AVX2 Available","Intel Turbo Available","Physical Cores","Pre Installed S/W","Processor Features","Sockets"
"SZADZHSFYSRDW37F","NQ3QZPMQV9","SZADZHSFYSRDW37F.NQ3QZPMQV9.6YS6EN2CT7","Reserved","USD 0.0 per Windows with SQL Server Standard (Amazon VPC), c4.8xlarge instance-hour (or partial hour)","2016-11-30","0","Inf","Hrs","0.0000000000","USD","3yr","All Upfront","standard","Compute Instance","AmazonEC2","US East (N. Virginia)","AWS Region","c4.8xlarge","Yes","Compute optimized","36","Intel Xeon E5-2666 v3 (Haswell)","2.9 GHz","60 GiB","EBS only","10 Gigabit","64-bit",,,,,,,,"Shared",,"Windows","License Included",,,,,,,,"BoxUsage:c4.8xlarge","RunInstances:0006",,"4000 Mbps","Yes",,,,,,,,,,,,,"SQL Std","Intel AVX; Intel AVX2; Intel Turbo",
"N8PVGJKQ4XFNWK6J","38NPMPTW36","N8PVGJKQ4XFNWK6J.38NPMPTW36.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",,,"Quantity","6333","USD","3yr","Partial Upfront","standard","Compute Instance","AmazonEC2","Asia Pacific (Mumbai)","AWS Region","t2.large",,"General purpose","2","Intel Xeon Family","Up to 3.0 GHz","8 GiB","EBS only","Low to Moderate","64-bit",,,,,,,,"Shared",,"Windows","License Included",,,,,,,,"APS3-BoxUsage:t2.large","RunInstances:0202",,,,,,,,,,,,,,,,"SQL Web","Intel AVX; Intel Turbo",
"3YCZQWTCM7QM97Y7","4NA7Y494T4","3YCZQWTCM7QM97Y7.4NA7Y494T4.6YS6EN2CT7","Reserved","Red Hat Enterprise Linux (Amazon VPC), t2.large instance-hours used this month","2016-11-30","0","Inf","Hrs","0.1700000000","USD","1yr","No Upfront","standard","Compute Instance","AmazonEC2","Asia Pacific (Tokyo)","AWS Region","t2.large",,"General purpose","2","Intel Xeon Family","Up to 3.0 GHz","8 GiB","EBS only","Low to Moderate","64-bit",,,,,,,,"Shared",,"RHEL","No License required",,,,,,,,"APN1-BoxUsage:t2.large","RunInstances:0010",,,,,,,,,,,,,,,,"NA","Intel AVX; Intel Turbo",
"BVMGAB9E8VQRB5E2","38NPMPTW36","BVMGAB9E8VQRB5E2.38NPMPTW36.6YS6EN2CT7","Reserved","Windows with SQL Server Standard (Amazon VPC), c4.large instance-hours used this month","2016-11-30","0","Inf","Hrs","0.4480000000","USD","3yr","Partial Upfront","standard","Compute Instance","AmazonEC2","Asia Pacific (Seoul)","AWS Region","c4.large","Yes","Compute optimized","2","Intel Xeon E5-2666 v3 (Haswell)","2.9 GHz","3.75 GiB","EBS only","Moderate","64-bit",,,,,,,,"Dedicated",,"Windows","License Included",,,,,,,,"APN2-DedicatedUsage:c4.large","RunInstances:0006",,"500 Mbps","Yes",,,,,,,,,,,,,"SQL Std","Intel AVX; Intel AVX2; Intel Turbo",
"BJ9999E62JPQN34Q","6QCMYABX3D","BJ9999E62JPQN34Q.6QCMYABX3D.2TG2D8R56U","Reserved","Upfront Fee","2016-10-31",,,"Quantity","2086","USD","1yr","All Upfront","standard","Compute Instance","AmazonEC2","US East (N. Virginia)","AWS Region","t2.xlarge",,"General purpose","4","Intel Xeon Family","Up to 3.0 GHz","16 GiB","EBS only","Moderate","64-bit",,,,,,,,"Shared",,"Windows","License Included",,,,,,,,"BoxUsage:t2.xlarge","RunInstances:0202",,,,,,,,,,,,,,,,"SQL Web","Intel AVX; Intel Turbo",
"48735VHWFJBKJNPR","4NA7Y494T4","48735VHWFJBKJNPR.4NA7Y494T4.6YS6EN2CT7","Reserved","Windows with SQL Server Standard (Amazon VPC), m1.medium instance-hours used this month","2016-09-30","0","Inf","Hrs","0.6150000000","USD","1yr","No Upfront","standard","Compute Instance","AmazonEC2","South America (Sao Paulo)","AWS Region","m1.medium","No","General purpose","1","Intel Xeon Family",,"3.75 GiB","1 x 410","Moderate","32-bit or 64-bit",,,,,,,,"Shared",,"Windows","License Included",,,,,,,,"SAE1-BoxUsage:m1.medium","RunInstances:0006",,,,,,,,,,,,,,,,"SQL Std",,
"BR9FSASFBWQ52GUG","HU7G6KETJZ","BR9FSASFBWQ52GUG.HU7G6KETJZ.6YS6EN2CT7","Reserved","Windows (Amazon VPC), r3.xlarge instance-hours used this month","2015-12-31","0","Inf","hrs","0.1410000000","USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS GovCloud (US)","AWS Region","r3.xlarge","Yes","Memory optimized","4","Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","30.5 GiB","1 x 80 SSD","Moderate","64-bit",,,,,,,,"Shared",,"Windows","License Included",,,,,,,,"UGW1-BoxUsage:r3.xlarge","RunInstances:0002",,,"Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel Turbo",
"96JQAEWQEYK5HDRK","JRTCKXETXF","96JQAEWQEYK5HDRK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.000 per SUSE m4.xlarge Dedicated Host Instance hour","2016-12-01","0","Inf","Hrs","0.0000000000","USD",,,,"Compute Instance","AmazonEC2","Asia Pacific (Sydney)","AWS Region","m4.xlarge","Yes","General purpose","4","Intel Xeon E5-2676 v3 (Haswell)","2.4  GHz","16 GiB","EBS only","High","64-bit",,,,,,,,"Host",,"SUSE","No License required",,,,,,,,"APS2-HostBoxUsage:m4.xlarge","RunInstances:000g",,"750 Mbps","Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel AVX2; Intel Turbo",
"VXWRTE3PZJQG4EW4","6QCMYABX3D","VXWRTE3PZJQG4EW4.6QCMYABX3D.6YS6EN2CT7","Reserved","USD 0.0 per Windows with SQL Server Standard (Amazon VPC), m4.10xlarge instance-hour (or partial hour)","2016-11-30","0","Inf","Hrs","0.0000000000","USD","1yr","All Upfront","standard","Compute Instance","AmazonEC2","AWS GovCloud (US)","AWS Region","m4.10xlarge","Yes","General purpose","40","Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","160 GiB","EBS only","10 Gigabit","64-bit",,,,,,,,"Dedicated",,"Windows","License Included",,,,,,,,"UGW1-DedicatedUsage:m4.10xlarge","RunInstances:0006",,"4000 Mbps","Yes",,,,,,,,,,,,,"SQL Std","Intel AVX; Intel AVX2; Intel Turbo",
"NY3UUGYPCHPRHNRS","HU7G6KETJZ","NY3UUGYPCHPRHNRS.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2016-10-31",,,"Quantity","80662","USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","Asia Pacific (Mumbai)","AWS Region","m4.10xlarge","Yes","General purpose","40","Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","160 GiB","EBS only","10 Gigabit","64-bit",,,,,,,,"Dedicated",,"Windows","License Included",,,,,,,,"APS3-DedicatedUsage:m4.10xlarge","RunInstances:0102",,"4000 Mbps","Yes",,,,,,,,,,,,,"SQL Server Enterprise","Intel AVX; Intel AVX2; Intel Turbo",
"39W2Q9DSXRYKERFS","R5XV2EPZQZ","39W2Q9DSXRYKERFS.R5XV2EPZQZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",,,"Quantity","1526","USD","3yr","Partial Upfront","convertible","Compute Instance","AmazonEC2","US East (Ohio)","AWS Region","r3.large","Yes","Memory optimized","2","Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","15.25 GiB","1 x 32 SSD","Moderate","64-bit",,,,,,,,"Dedicated",,"Linux","No License required",,,,,,,,"USE2-DedicatedUsage:r3.large","RunInstances",,,"Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel Turbo",
"Z9DFZ44ZTQFARSNN","JRTCKXETXF","Z9DFZ44ZTQFARSNN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - EU (Germany) data transfer from EU (London)","2016-12-01","0","Inf","GB","0.0000000000","USD",,,,"Data Transfer","AWSDataTransfer",,,,,,,,,,,,,,,,,,,,,,,,,,"InterRegion Inbound","EU (Frankfurt)","AWS Region","EU (London)","AWS Region","EUC1-EUW2-AWS-In-Bytes","",,,,,,,,,,,,,,,,,,
"ZEEU583UYCZMVJZV","38NPMPTW36","ZEEU583UYCZMVJZV.38NPMPTW36.2TG2D8R56U","Reserved","Upfront Fee","2016-06-30",,,"Quantity","2224","USD","3yr","Partial Upfront","standard","Compute Instance","AmazonEC2","Asia Pacific (Mumbai)","AWS Region","r3.xlarge","Yes","Memory optimized","4","Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","30.5 GiB","1 x 80 SSD","Moderate","64-bit",,,,,,,,"Shared",,"Linux","No License required",,,,,,,,"APS3-BoxUsage:r3.xlarge","RunInstances",,,"Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel Turbo",
"KP7SZD9CESX92ETD","6QCMYABX3D","KP7SZD9CESX92ETD.6QCMYABX3D.2TG2D8R56U","Reserved","Upfront Fee","2016-10-31",,,"Quantity","14292","USD","1yr","All Upfront","standard","Compute Instance","AmazonEC2","Canada (Central)","AWS Region","d2.4xlarge","Yes","Storage optimized","16","Intel Xeon E5-2676v3 (Haswell)","2.4 GHz","122 GiB","12 x 2000 HDD","High","64-bit",,,,,,,,"Dedicated",,"Linux","No License required",,,,,,,,"CAN1-DedicatedUsage:d2.4xlarge","RunInstances",,,"Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel AVX2; Intel Turbo",
"ZC3Y45SUG7K4RB8W","JRTCKXETXF","ZC3Y45SUG7K4RB8W.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.231 per Dedicated Windows c1.medium Instance Hour","2016-12-01","0","Inf","Hrs","0.2310000000","USD",,,,"Compute Instance","AmazonEC2","US East (N. Virginia)","AWS Region","c1.medium","No","Compute optimized","2","Intel Xeon Family",,"1.7 GiB","1 x 350","Moderate","32-bit or 64-bit",,,,,,,,"Dedicated",,"Windows","License Included",,,,,,,,"DedicatedUsage:c1.medium","RunInstances:0002",,,,,,,,,,,,,,,,"NA",,
"3EM3XGHPBHA5A7G9","R5XV2EPZQZ","3EM3XGHPBHA5A7G9.R5XV2EPZQZ.2TG2D8R56U","Reserved","Upfront Fee","2016-08-31",,,"Quantity","22554","USD","3yr","Partial Upfront","convertible","Compute Instance","AmazonEC2","US East (N. Virginia)","AWS Region","r3.8xlarge","Yes","Memory optimized","32","Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","244 GiB","2 x 320 SSD","10 Gigabit","64-bit",,,,,,,,"Shared",,"SUSE","No License required",,,,,,,,"BoxUsage:r3.8xlarge","RunInstances:000g",,,"Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel Turbo",
"QBRGX479S7RZ4QEA","4NA7Y494T4","QBRGX479S7RZ4QEA.4NA7Y494T4.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), g2.2xlarge instance-hours used this month","2015-04-30","0","Inf","Hrs","0.4740000000","USD","1yr","No Upfront","standard","Compute Instance","AmazonEC2","US West (Oregon)","AWS Region","g2.2xlarge","Yes","GPU instance","8","Intel Xeon E5-2670 (Sandy Bridge)","2.6 GHz","15 GiB","1 x 60 SSD","High","64-bit",,,,,,,,"Shared",,"Linux","No License required",,,,,,,,"USW2-BoxUsage:g2.2xlarge","RunInstances",,,,"1",,,,,,,,,,,,"NA","Intel AVX; Intel Turbo",
"YM47YAJYSEFVNB7T","MZU6U2429S","YM47YAJYSEFVNB7T.MZU6U2429S.6YS6EN2CT7","Reserved","USD 0.0 per Windows with SQL Server Web (Amazon VPC), x1.32xlarge instance-hour (or partial hour)","2016-09-30","0","Inf","Hrs","0.0000000000","USD","3yr","All Upfront","convertible","Compute Instance","AmazonEC2","Asia Pacific (Singapore)","AWS Region","x1.32xlarge",,"Memory optimized","128","High Frequency Intel Xeon E7-8880 v3 (Haswell)","2.3 GHz","1,952 Gib","2 x 1,920","High","64-bit",,,,,,,,"Shared",,"Windows","License Included",,,,,,,,"APS1-BoxUsage:x1.32xlarge","RunInstances:0202",,,"Yes",,,,,,,,,"Yes","Yes","Yes",,"SQL Web",,
"XVTCUF3U64MDJ9WW","HU7G6KETJZ","XVTCUF3U64MDJ9WW.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",,,"Quantity","805","USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","EU (Frankfurt)","AWS Region","m4.xlarge","Yes","General purpose","4","Intel Xeon E5-2676 v3 (Haswell)","2.4  GHz","16 GiB","EBS only","High","64-bit",,,,,,,,"Dedicated",,"RHEL","No License required",,,,,,,,"EUC1-DedicatedUsage:m4.xlarge","RunInstances:0010",,"750 Mbps","Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel AVX2; Intel Turbo",
"E75TFTHR2N9RZDXT","MZU6U2429S","E75TFTHR2N9RZDXT.MZU6U2429S.2TG2D8R56U","Reserved","Upfront Fee","2016-10-31",,,"Quantity","18947","USD","3yr","All Upfront","convertible","Compute Instance","AmazonEC2","Asia Pacific (Tokyo)","AWS Region","g2.2xlarge","Yes","GPU instance","8","Intel Xeon E5-2670 (Sandy Bridge)","2.6 GHz","15 GiB","1 x 60 SSD","High","64-bit",,,,,,,,"Dedicated",,"RHEL","No License required",,,,,,,,"APN1-DedicatedUsage:g2.2xlarge","RunInstances:0010",,,,"1",,,,,,,,,,,,"NA","Intel AVX; Intel Turbo",
"WVEN3AVH6PK7H9ZQ","MZU6U2429S","WVEN3AVH6PK7H9ZQ.MZU6U2429S.6YS6EN2CT7","Reserved","USD 0.0 per Windows with SQL Server Enterprise (Amazon VPC), m4.xlarge instance-hour (or partial hour)","2016-11-30","0","Inf","Hrs","0.0000000000","USD","3yr","All Upfront","convertible","Compute Instance","AmazonEC2","Canada (Central)","AWS Region","m4.xlarge","Yes","General purpose","4","Intel Xeon E5-2676 v3 (Haswell)","2.4  GHz","16 GiB","EBS only","High","64-bit",,,,,,,,"Dedicated",,"Windows","License Included",,,,,,,,"CAN1-DedicatedUsage:m4.xlarge","RunInstances:0102",,"750 Mbps","Yes",,,,,,,,,,,,,"SQL Server Enterprise","Intel AVX; Intel AVX2; Intel Turbo",
"6WWT9Z53EXERZETX","6QCMYABX3D","6WWT9Z53EXERZETX.6QCMYABX3D.2TG2D8R56U","Reserved","Upfront Fee","2016-10-31",,,"Quantity","3522","USD","1yr","All Upfront","standard","Compute Instance","AmazonEC2","Asia Pacific (Singapore)","AWS Region","c3.xlarge","Yes","Compute optimized","4","Intel Xeon E5-2680 v2 (Ivy Bridge)","2.8 GHz","7.5 GiB","2 x 40 SSD","Moderate","64-bit",,,,,,,,"Dedicated",,"Windows","License Included",,,,,,,,"APS1-DedicatedUsage:c3.xlarge","RunInstances:0202",,,"Yes",,,,,,,,,,,,,"SQL Web","Intel AVX; Intel Turbo",
"R55EAJHJ9DAHNH6A","HU7G6KETJZ","R55EAJHJ9DAHNH6A.HU7G6KETJZ.6YS6EN2CT7","Reserved","Windows with SQL Server Standard (Amazon VPC), m4.large instance-hours used this month","2016-11-30","0","Inf","Hrs","0.4630000000","USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","Asia Pacific (Seoul)","AWS Region","m4.large","Yes","General purpose","2","Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","8 GiB","EBS only","Moderate","64-bit",,,,,,,,"Dedicated",,"Windows","License Included",,,,,,,,"APN2-DedicatedUsage:m4.large","RunInstances:0006",,"450 Mbps","Yes",,,,,,,,,,,,,"SQL Std","Intel AVX; Intel AVX2; Intel Turbo",
"VK6S98H3RPFMJ5R2","Z2E3P23VKM","VK6S98H3RPFMJ5R2.Z2E3P23VKM.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), d2.xlarge instance-hours used this month","2016-10-31","0","Inf","Hrs","0.4830000000","USD","3yr","No Upfront","convertible","Compute Instance","AmazonEC2","Asia Pacific (Mumbai)","AWS Region","d2.xlarge","Yes","Storage optimized","4","Intel Xeon E5-2676v3 (Haswell)","2.4 GHz","30.5 GiB","3 x 2000 HDD","Moderate","64-bit",,,,,,,,"Dedicated",,"Linux","No License required",,,,,,,,"APS3-DedicatedUsage:d2.xlarge","RunInstances",,,"Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel AVX2; Intel Turbo",
"R58U2U3B6A8XRY5R","38NPMPTW36","R58U2U3B6A8XRY5R.38NPMPTW36.6YS6EN2CT7","Reserved","Windows with SQL Server Enterprise (Amazon VPC), r3.2xlarge instance-hours used this month","2016-10-31","0","Inf","Hrs","1.8630000000","USD","3yr","Partial Upfront","standard","Compute Instance","AmazonEC2","Asia Pacific (Tokyo)","AWS Region","r3.2xlarge","Yes","Memory optimized","8","Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","61 GiB","1 x 160 SSD","High","64-bit",,,,,,,,"Shared",,"Windows","License Included",,,,,,,,"APN1-BoxUsage:r3.2xlarge","RunInstances:0102",,,"Yes",,,,,,,,,,,,,"SQL Server Enterprise","Intel AVX; Intel Turbo",
"2F3T89MX6647RN7M","NQ3QZPMQV9","2F3T89MX6647RN7M.NQ3QZPMQV9.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",,,"Quantity","59712","USD","3yr","All Upfront","standard","Compute Instance","AmazonEC2","US West (Oregon)","AWS Region","r4.8xlarge","Yes","Memory optimized","32","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","244 GiB","EBS only","10 Gigabit","64-bit",,,,,,,,"Shared",,"Windows","License Included",,,,,,,,"USW2-BoxUsage:r4.8xlarge","RunInstances:0002",,"6000 Mbps","Yes",,,,,,,,,,,,,"NA","Intel AVX, Intel AVX2, Intel Turbo",
"U7CENZAAGB4XSXFE","NQ3QZPMQV9","U7CENZAAGB4XSXFE.NQ3QZPMQV9.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",,,"Quantity","3133","USD","3yr","All Upfront","standard","Compute Instance","AmazonEC2","EU (Ireland)","AWS Region","c3.large","Yes","Compute optimized","2","Intel Xeon E5-2680 v2 (Ivy Bridge)","2.8 GHz","3.75 GiB","2 x 16 SSD","Moderate","32-bit or 64-bit",,,,,,,,"Dedicated",,"RHEL","No License required",,,,,,,,"EU-DedicatedUsage:c3.large","RunInstances:0010",,,"Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel Turbo",
"UUYUT4BSWHY952TX","HU7G6KETJZ","UUYUT4BSWHY952TX.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",,,"Quantity","553","USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","Asia Pacific (Sydney)","AWS Region","m4.large","Yes","General purpose","2","Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","8 GiB","EBS only","Moderate","64-bit",,,,,,,,"Shared",,"SUSE","No License required",,,,,,,,"APS2-BoxUsage:m4.large","RunInstances:000g",,"450 Mbps","Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel AVX2; Intel Turbo",
"RJVAQBJJV3E58Y8F","38NPMPTW36","RJVAQBJJV3E58Y8F.38NPMPTW36.2TG2D8R56U","Reserved","Upfront Fee","2016-01-31",,,"Quantity","33428","USD","3yr","Partial Upfront","standard","Compute Instance","AmazonEC2","Asia Pacific (Sydney)","AWS Region","hs1.8xlarge","No","Storage optimized","17","Intel Xeon E5-2650","2 GHz","117 GiB","24 x 2000","10 Gigabit","64-bit",,,,,,,,"Shared",,"Windows","License Included",,,,,,,,"APS2-BoxUsage:hs1.8xlarge","RunInstances:0202",,,,,,,,,,,,,,,,"SQL Web",,
"8Y5XZT63GHYC6QEJ","38NPMPTW36","8Y5XZT63GHYC6QEJ.38NPMPTW36.6YS6EN2CT7","Reserved","Windows with SQL Server Standard (Amazon VPC), x1.16xlarge instance-hours used this month","2016-09-30","0","Inf","Hrs","13.0780000000","USD","3yr","Partial Upfront","standard","Compute Instance","AmazonEC2","US West (Oregon)","AWS Region","x1.16xlarge",,"Memory optimized","64","High Frequency Intel Xeon E7-8880 v3 (Haswell)","2.3 GHz","976 Gib","1 x 1,920","High","64-bit",,,,,,,,"Shared",,"Windows","License Included",,,,,,,,"USW2-BoxUsage:x1.16xlarge","RunInstances:0006",,,"Yes",,,,,,,,,"Yes","Yes","Yes",,"SQL Std",,
"ZKSUN24XESSXDJUX","JRTCKXETXF","ZKSUN24XESSXDJUX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.2856 per On Demand SUSE r4.4xlarge Instance Hour","2016-12-01","0","Inf","Hrs","1.2856000000","USD",,,,"Compute Instance","AmazonEC2","US West (N. California)","AWS Region","r4.4xlarge","Yes","Memory optimized","16","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","122 GiB","EBS only","Up to 10 Gigabit","64-bit",,,,,,,,"Shared",,"SUSE","No License required",,,,,,,,"USW1-BoxUsage:r4.4xlarge","RunInstances:000g",,"3000 Mbps","Yes",,,,,,,,,,,,,"NA","Intel AVX, Intel AVX2, Intel Turbo",
"UVACKXER4FEMP2DC","MZU6U2429S","UVACKXER4FEMP2DC.MZU6U2429S.2TG2D8R56U","Reserved","Upfront Fee","2016-10-31",,,"Quantity","41550","USD","3yr","All Upfront","convertible","Compute Instance","AmazonEC2","US West (Oregon)","AWS Region","r4.4xlarge","Yes","Memory optimized","16","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","122 GiB","EBS only","Up to 10 Gigabit","64-bit",,,,,,,,"Shared",,"Windows","License Included",,,,,,,,"USW2-BoxUsage:r4.4xlarge","RunInstances:0202",,"3000 Mbps","Yes",,,,,,,,,,,,,"SQL Web","Intel AVX, Intel AVX2, Intel Turbo",
"A64H3T6VVR3C4SUA","4NA7Y494T4","A64H3T6VVR3C4SUA.4NA7Y494T4.6YS6EN2CT7","Reserved","Red Hat Enterprise Linux (Amazon VPC), t2.2xlarge instance-hours used this month","2016-10-31","0","Inf","Hrs","0.4300000000","USD","1yr","No Upfront","standard","Compute Instance","AmazonEC2","US East (N. Virginia)","AWS Region","t2.2xlarge",,"General purpose","8","Intel Xeon Family","Up to 3.0 GHz","32 GiB","EBS only","Moderate","64-bit",,,,,,,,"Shared",,"RHEL","No License required",,,,,,,,"BoxUsage:t2.2xlarge","RunInstances:0010",,,,,,,,,,,,,,,,"NA","Intel AVX; Intel Turbo",
"FFHXNXRBRSBQWHPG","38NPMPTW36","FFHXNXRBRSBQWHPG.38NPMPTW36.2TG2D8R56U","Reserved","Upfront Fee","2015-12-31",,,"Quantity","46463","USD","3yr","Partial Upfront","standard","Compute Instance","AmazonEC2","South America (Sao Paulo)","AWS Region","r3.8xlarge","Yes","Memory optimized","32","Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","244 GiB","2 x 320 SSD","10 Gigabit","64-bit",,,,,,,,"Dedicated",,"Windows","License Included",,,,,,,,"SAE1-DedicatedUsage:r3.8xlarge","RunInstances:0002",,,"Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel Turbo",
"GKT3FV8CG9PTDG5F","6QCMYABX3D","GKT3FV8CG9PTDG5F.6QCMYABX3D.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",,,"Quantity","1350","USD","1yr","All Upfront","standard","Compute Instance","AmazonEC2","Asia Pacific (Sydney)","AWS Region","t2.large",,"General purpose","2","Intel Xeon Family","Up to 3.0 GHz","8 GiB","EBS only","Low to Moderate","64-bit",,,,,,,,"Shared",,"RHEL","No License required",,,,,,,,"APS2-BoxUsage:t2.large","RunInstances:0010",,,,,,,,,,,,,,,,"NA","Intel AVX; Intel Turbo",
"5TYX8N8UQGWDJGHX","R5XV2EPZQZ","5TYX8N8UQGWDJGHX.R5XV2EPZQZ.2TG2D8R56U","Reserved","Upfront Fee","2016-10-31",,,"Quantity","6219","USD","3yr","Partial Upfront","convertible","Compute Instance","AmazonEC2","Asia Pacific (Mumbai)","AWS Region","i2.xlarge","Yes","Storage optimized","4","Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","30.5 GiB","1 x 800 SSD","Moderate","64-bit",,,,,,,,"Shared",,"SUSE","No License required",,,,,,,,"APS3-BoxUsage:i2.xlarge","RunInstances:000g",,,"Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel Turbo",
"PHCYBUCCW8W2TB6B","NQ3QZPMQV9","PHCYBUCCW8W2TB6B.NQ3QZPMQV9.6YS6EN2CT7","Reserved","USD 0.0 per SUSE Linux (Amazon VPC), t2.large instance-hour (or partial hour)","2016-11-30","0","Inf","Hrs","0.0000000000","USD","3yr","All Upfront","standard","Compute Instance","AmazonEC2","US West (N. California)","AWS Region","t2.large",,"General purpose","2","Intel Xeon Family","Up to 3.0 GHz","8 GiB","EBS only","Low to Moderate","64-bit",,,,,,,,"Shared",,"SUSE","No License required",,,,,,,,"USW1-BoxUsage:t2.large","RunInstances:000g",,,,,,,,,,,,,,,,"NA","Intel AVX; Intel Turbo",
"2ENHBHVK29DV8SDX","38NPMPTW36","2ENHBHVK29DV8SDX.38NPMPTW36.6YS6EN2CT7","Reserved","Windows with SQL Server Enterprise (Amazon VPC), r3.xlarge instance-hours used this month","2016-10-31","0","Inf","Hrs","0.9310000000","USD","3yr","Partial Upfront","standard","Compute Instance","AmazonEC2","US West (N. California)","AWS Region","r3.xlarge","Yes","Memory optimized","4","Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","30.5 GiB","1 x 80 SSD","Moderate","64-bit",,,,,,,,"Dedicated",,"Windows","License Included",,,,,,,,"USW1-DedicatedUsage:r3.xlarge","RunInstances:0102",,,"Yes",,,,,,,,,,,,,"SQL Server Enterprise","Intel AVX; Intel Turbo",
"AAP5UJFRHWFTC4K7","4NA7Y494T4","AAP5UJFRHWFTC4K7.4NA7Y494T4.6YS6EN2CT7","Reserved","Red Hat Enterprise Linux (Amazon VPC), d2.xlarge instance-hours used this month","2015-04-30","0","Inf","Hrs","0.5420000000","USD","1yr","No Upfront","standard","Compute Instance","AmazonEC2","EU (Frankfurt)","AWS Region","d2.xlarge","Yes","Storage optimized","4","Intel Xeon E5-2676v3 (Haswell)","2.4 GHz","30.5 GiB","3 x 2000 HDD","Moderate","64-bit",,,,,,,,"Shared",,"RHEL","No License required",,,,,,,,"EUC1-BoxUsage:d2.xlarge","RunInstances:0010",,,"Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel AVX2; Intel Turbo",
